Informe de palabras clave de búsqueda
25 de mayo de 2026 - 1 de junio de 2026
Estado de palabras clave,Palabra clave,Tipo de concordancia,Campaña,Grupo de anuncios,Estado,Motivos del estado,URL final,Código de moneda,CPV prom. de TrueView,CPM prom.,Impr.,Interacciones,Porcentaje de interacción,Costo prom.,Costo,Clics,Porcentaje de conv.,Valor de conv.,Valor de conv./costo,Conversiones,Prom. CPC,Costo/conv.,Valor de conv. original
Detenido,"""aire acondicionado 12000 btu oferta""",Concordancia de frase,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,https://inverfin.com.py/collections/climatizacion,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,tienda inverfin online,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Apta,,,USD,0,79.45,43,18,41.86%,0.19,3.42,18,0.00%,0.00,0.00,0.00,0.19,0.00,0.00
Detenido,aire acondicionado inverter consumo,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,smart tv 55 pulgadas precio,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,30.42,77,8,10.39%,0.29,2.34,8,0.00%,0.00,0.00,0.00,0.29,0.00,0.00
Habilitado,tv 65,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,22.97,354,21,5.93%,0.39,8.13,21,0.00%,0.00,0.00,0.00,0.39,0.00,0.00
Habilitado,ofertas de televisores,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,0.00,4,0,0.00%,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,televisores,Concordancia amplia,AI Max - Categorías,Smart TV,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,Tu Cine en Casa con Inverfin,Concordancia amplia,AI Max - Categorías,Smart TV,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,televisores 75 pulgadas,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,6.81,81,6,7.41%,0.09,0.55,6,0.00%,0.00,0.00,0.00,0.09,0.00,0.00
Detenido,smart tv,Concordancia amplia,AI Max - Categorías,Smart TV,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,comprar smart tv,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,26.69,"1,453",144,9.91%,0.27,38.79,144,0.00%,0.00,0.00,0.00,0.27,0.00,0.00
Habilitado,samsung televisores 4k en cuotas,Concordancia amplia,AI Max - Categorías,Smart TV,No apta,publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,ofertas televisores,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,6.04,93,4,4.30%,0.14,0.56,4,0.00%,0.00,0.00,0.00,0.14,0.00,0.00
Detenido,TVs Samsung y LG,Concordancia amplia,AI Max - Categorías,Smart TV,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,Televisores 4K en Cuotas,Concordancia amplia,AI Max - Categorías,Smart TV,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,smart tv en promo,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,televisores con garantia oficial,Concordancia amplia,AI Max - Categorías,Smart TV,No apta,publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,ofertas de tv,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,48.62,48,8,16.67%,0.29,2.33,8,0.00%,0.00,0.00,0.00,0.29,0.00,0.00
Habilitado,smart tv oferta,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,29.18,"1,361",114,8.38%,0.35,39.71,114,0.00%,0.00,0.00,0.00,0.35,0.00,0.00
Detenido,Descuentos en Audio y TV.,Concordancia amplia,AI Max - Categorías,Smart TV,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,smart tv 65,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,53.87,31,3,9.68%,0.56,1.67,3,0.00%,0.00,0.00,0.00,0.56,0.00,0.00
Habilitado,smart tv 55,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,7.98,307,17,5.54%,0.14,2.45,17,0.00%,0.00,0.00,0.00,0.14,0.00,0.00
Habilitado,television smart tv,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,35.11,446,56,12.56%,0.28,15.66,56,0.00%,0.00,0.00,0.00,0.28,0.00,0.00
Habilitado,oferta pantallas gigantes en cuotas,Concordancia amplia,AI Max - Categorías,Smart TV,No apta,publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,50 smart tv,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,13.46,201,12,5.97%,0.23,2.71,12,0.00%,0.00,0.00,0.00,0.23,0.00,0.00
Habilitado,tv smart tv,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,37.41,576,51,8.85%,0.42,21.55,51,0.00%,0.00,0.00,0.00,0.42,0.00,0.00
Habilitado,tv ofertas,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,62.62,36,10,27.78%,0.23,2.25,10,0.00%,0.00,0.00,0.00,0.23,0.00,0.00
Habilitado,smart tv en paraguay precios,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,21.51,368,29,7.88%,0.27,7.92,29,0.00%,0.00,0.00,0.00,0.27,0.00,0.00
Habilitado,precio smart tv,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,14.75,74,6,8.11%,0.18,1.09,6,0.00%,0.00,0.00,0.00,0.18,0.00,0.00
Habilitado,ofertas tv,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,3.92,40,2,5.00%,0.08,0.16,2,0.00%,0.00,0.00,0.00,0.08,0.00,0.00
Habilitado,smart tv en oferta,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,7.78,74,6,8.11%,0.10,0.58,6,0.00%,0.00,0.00,0.00,0.10,0.00,0.00
Habilitado,televisores en oferta,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,8.11,265,7,2.64%,0.31,2.15,7,0.00%,0.00,0.00,0.00,0.31,0.00,0.00
Habilitado,televisores smart,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,19.67,"2,708",221,8.16%,0.24,53.26,221,0.00%,0.00,0.00,0.00,0.24,0.00,0.00
Habilitado,televisores smart tv,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,21.02,130,8,6.15%,0.34,2.73,8,0.00%,0.00,0.00,0.00,0.34,0.00,0.00
Habilitado,"""heladera no frost barata paraguay""",Concordancia de frase,Search Brand - Inverfin,Heladeras,No apta,publicación limitada; grupo de anuncios detenido,https://inverfin.com.py/collections/heladeras-1,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,moto barata paraguay,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,15.55,578,58,10.03%,0.15,8.99,58,13.79%,8.00,0.89,8.00,0.15,1.12,8.00
Detenido,moto 110 cuotas,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=110+CC,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto hero 125,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Detenida,detenido; baja calidad,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,taiga maxi 125 precio,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Apta,,,USD,0,21.01,95,13,13.68%,0.15,2.00,13,15.59%,2.03,1.02,2.03,0.15,0.99,2.03
Detenido,[moto 110 precio],Concordancia exacta,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[moto 125 precio],Concordancia exacta,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,taiga,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,9.38,"1,352",670,49.56%,0.02,12.68,670,15.64%,104.77,8.26,104.77,0.02,0.12,104.77
Habilitado,moto automatica precio,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,16.63,"3,391",506,14.92%,0.11,56.40,506,17.39%,88.00,1.56,88.00,0.11,0.64,88.00
Detenido,"""moto taiga 110 precio py""",Concordancia de frase,Search - Motos Taiga,Motos Genérica,Detenida,detenido; publicación limitada,https://inverfin.com.py/products/moto-taiga-tl-110-2g-free?_pos=1&_psq=taiga+tl+1&_ss=e&_v=1.0,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto star 110 precio,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto 125 precio,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=125+CC,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,taiga maxi 125,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Apta,,,USD,0,15.42,74,13,17.57%,0.09,1.14,13,4.10%,0.53,0.47,0.53,0.09,2.14,0.53
Detenido,[moto 110 paraguay],Concordancia exacta,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto trabajo 110,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=110+CC,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,taiga paraguay,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,2.73,22,6,27.27%,0.01,0.06,6,0.00%,0.00,0.00,0.00,0.01,0.00,0.00
Detenido,moto taiga maxi cuotas,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto automática precio,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,motos taiga,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,15.04,"1,435",390,27.18%,0.06,21.59,390,8.21%,32.03,1.48,32.03,0.06,0.67,32.03
Detenido,[taiga maxi 125],Concordancia exacta,Search - Motos Taiga,Taiga TL Maxi,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto yamaha 110 barata,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[moto económica paraguay],Concordancia exacta,Search - Motos Taiga,Motos Genérica,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,comprar smart tv,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,hornos eléctricos empotrables,Concordancia amplia,AI Max - Categorías,Linea blanca,Apta,,,USD,0,0.00,2,0,0.00%,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,Tu Cine en Casa con Inverfin,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,ofertas televisores,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,smart tv 65,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,lavarropas automático oferta,Concordancia amplia,AI Max - Categorías,Linea blanca,Apta,,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,TVs Samsung y LG,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,heladeras en oferta,Concordancia amplia,AI Max - Categorías,Linea blanca,Apta,,,USD,0,36.33,806,38,4.71%,0.77,29.28,38,0.00%,0.00,0.00,0.00,0.77,0.00,0.00
Detenido,smart tv,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,smart tv 55 pulgadas precio,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,precio smart tv,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,electrodomesticos en paraguay,Concordancia amplia,AI Max - Categorías,Linea blanca,Apta,,,USD,0,26.89,"3,641",299,8.21%,0.33,97.92,299,0.00%,0.00,0.00,0.00,0.33,0.00,0.00
Detenido,televisores,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,televisores con garantia oficial,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,comprar heladera samsung inverter,Concordancia amplia,AI Max - Categorías,Linea blanca,No apta,publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,smart tv en oferta,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,smart tv oferta,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,smart tv en promo,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,cocinas a gas 4 hornallas,Concordancia amplia,AI Max - Categorías,Linea blanca,Apta,,,USD,0,27.85,16,3,18.75%,0.15,0.45,3,0.00%,0.00,0.00,0.00,0.15,0.00,0.00
Detenido,oferta inverfin pantallas gigantes en cuotas,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,televisores 75 pulgadas,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,Televisores 4K en Cuotas,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,secarropas en oferta,Concordancia amplia,AI Max - Categorías,Linea blanca,Apta,,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,ofertas de heladeras en paraguay,Concordancia amplia,AI Max - Categorías,Linea blanca,Apta,,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,smart tv 55,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,samsung televisores 4k en cuotas,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,combos de cocina inverfin,Concordancia amplia,AI Max - Categorías,Linea blanca,No apta,publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,microondas samsung oferta,Concordancia amplia,AI Max - Categorías,Linea blanca,Apta,,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,lavarropas carga frontal cuotas,Concordancia amplia,AI Max - Categorías,Linea blanca,Apta,,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,Descuentos en Audio y TV.,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,tv samsung,Concordancia amplia,Search Tecnología,Smart TV,Apta,,https://inverfin.com.py/collections/tv-samsung,USD,0,0.00,23,0,0.00%,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,tv smart 43,Concordancia amplia,Search Tecnología,Smart TV,Apta,,,USD,0,1.68,56,1,1.79%,0.09,0.09,1,0.00%,0.00,0.00,0.00,0.09,0.00,0.00
Habilitado,"""smart tv 55 pulgadas 4k oferta""",Concordancia de frase,Search Tecnología,Smart TV,Apta,,https://inverfin.com.py/collections/televisores,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,tv 50 pulgadas,Concordancia amplia,Search Tecnología,Smart TV,Apta,,,USD,0,10.93,44,2,4.55%,0.24,0.48,2,0.00%,0.00,0.00,0.00,0.24,0.00,0.00
Habilitado,tv fama,Concordancia amplia,Search Tecnología,Smart TV,Apta,,https://inverfin.com.py/collections/tv-fama,USD,0,11.03,29,4,13.79%,0.08,0.32,4,0.00%,0.00,0.00,0.00,0.08,0.00,0.00
Habilitado,oferta televisores,Concordancia amplia,Search Tecnología,Smart TV,Apta,,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,televisores,Concordancia amplia,Search Tecnología,Smart TV,Apta,,,USD,0,21.57,71,3,4.23%,0.51,1.53,3,0.00%,0.00,0.00,0.00,0.51,0.00,0.00
Habilitado,financiar smart tv sin pago inicial,Concordancia amplia,Search Tecnología,Smart TV,Apta,,,USD,0,191.76,17,6,35.29%,0.54,3.26,6,0.00%,0.00,0.00,0.00,0.54,0.00,0.00
Habilitado,tv smart 32,Concordancia amplia,Search Tecnología,Smart TV,Apta,,,USD,0,5.52,89,3,3.37%,0.16,0.49,3,0.00%,0.00,0.00,0.00,0.16,0.00,0.00
Habilitado,smart tv 55 4k ofertas,Concordancia amplia,Search Tecnología,Smart TV,Apta,,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,smart tv,Concordancia amplia,Search Tecnología,Smart TV,Apta,,,USD,0,27.75,"3,349",263,7.85%,0.35,92.95,263,0.00%,0.00,0.00,0.00,0.35,0.00,0.00
Habilitado,celulares samsung,Concordancia amplia,Search Tecnología,Celulares,Apta,,https://inverfin.com.py/collections/samsung,USD,0,20.17,156,12,7.69%,0.26,3.15,12,0.00%,0.00,0.00,0.00,0.26,0.00,0.00
Habilitado,comprar smartphone,Concordancia amplia,Search Tecnología,Celulares,Apta,,,USD,0,0.00,30,0,0.00%,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,telefonos en oferta,Concordancia amplia,Search Tecnología,Celulares,Apta,,,USD,0,25.41,399,55,13.78%,0.18,10.14,55,0.00%,0.00,0.00,0.00,0.18,0.00,0.00
Habilitado,celulares,Concordancia amplia,Search Tecnología,Celulares,Apta,,,USD,0,55.39,"10,862","1,705",15.70%,0.35,601.69,"1,705",0.59%,"5,360.19",8.91,10.00,0.35,60.17,"5,360.19"
Habilitado,[celulares gama media inverfin],Concordancia exacta,Search Tecnología,Celulares,No apta,publicación limitada,https://inverfin.com.py/collections/smartphones,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,inverfin celulares,Concordancia amplia,Search Tecnología,Celulares,Apta,,,USD,0,9.34,634,354,55.84%,0.02,5.92,354,0.00%,0.00,0.00,0.00,0.02,0.00,0.00
Habilitado,iphone,Concordancia amplia,Search Tecnología,Celulares,Apta,,https://inverfin.com.py/collections/iphone-estandar,USD,0,120.44,"5,919","1,303",22.01%,0.55,712.89,"1,303",0.84%,"13,389.35",18.78,11.00,0.55,64.81,"13,389.35"
Habilitado,teléfonos samsung,Concordancia amplia,Search Tecnología,Celulares,Apta,,,USD,0,0.00,2,0,0.00%,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,[lavarropas ofertas inverfin],Concordancia exacta,Search - Aires Acondicionado,Lavarropas,No apta,publicación limitada; grupo de anuncios detenido; campaña detenida,https://inverfin.com.py/collections/lavarropas-hotsale-2024,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado barato,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,acondicionado aire,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado precio,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,Detenida,detenido; baja calidad; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire barato paraguay,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado promoción,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire inverter cuotas,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire acondicionado 9000 btu precio,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire precio paraguay,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire acondicionado split precio,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire split barato,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,split 9000 btu paraguay,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire split paraguay,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire acondicionado cuotas,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,split precio paraguay,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire acondicionado inverter precio,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado entrega inmediata,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire inverter barato,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire acondicionado,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,a/c precio paraguay,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,Detenida,detenido; publicación limitada; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire fama inverfin,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,aire acondicionado inverter oferta,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire inverter en promoción,Concordancia amplia,Search - Aires Acondicionado,Aires Acondicionados,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
